Sr_No,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,Location,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Website,Specialties,Facilities,Establised_Year,Emergency_Services,latitude,longitude,total_beds,position_group
19694,Gunjotikar Nursing Home,,,,"1St Floor, Mahadeo Tower, Above Krishna Chemist, Hari Niwas. L B S Road","1St Floor, Mahadeo Tower, Above Krishna Chemist, Hari Niwas. L B S Road Thane",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19695,Hi-Tech Urology Centre and Healthline Hospital,,,,"Landmark Arcade, 1St Floor, Louiswadi Highway Service Rd, Nitin Company Junction, Thane (W)","Landmark Arcade, 1St Floor, Louiswadi Highway Service Rd, Nitin Company Junction, Thane (W)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19696,Hittaishi Health Care Centre and Icu,,,,"1St Floor, Sanskar Tower, Dharmveer Marg, Panch Pakhadi, Thane (W)","1St Floor, Sanskar Tower, Dharmveer Marg, Panch Pakhadi, Thane (W)",Maharashtra,Thane,,400602,,,,,,,,,,19.196383,72.9634219,,"19.196, 72.963"
19697,Horizon Hospital,,,,"Malati Mohan Bunglow Opp Naupada Telephone Exchange M G Road , Naupada","Malati Mohan Bunglow Opp Naupada Telephone Exchange M G Road, Naupada",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19698,Jupiter Scan Centre,,,,M G Road Opp Saraswati Marathi High School Naupada,M G Road Opp Saraswati Marathi High School Naupada Thanew,Maharashtra,Thane,,400602,,,,,,,,,,,,,
19699,Koshti Maternity and Surgical Hospital,,,,"Sai Pooja Apt. Ii Nd Floor, Charai Naka/ Old Agra Rd. Thane (W)","Sai Pooja Apt. Ii Nd Floor, Charai Naka/ Old Agra Rd. Thane (W)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19700,Laxmi Jyot Eye Hospital,,,,"A-101, Dharmaveer Building, Opposite Municipal School No.7, Uthlasar Naka","A-101, Dharmaveer Building, Opposite Municipal School No.7, Uthlasar Naka",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19701,Mokashi Nursing Home,,,,"Dr. Moose Road,Talaopali.","Dr. Moose Road,Talaopali.",Maharashtra,Thane,,400602,,,,,,,,,,19.191805,72.9747837,,"19.192, 72.975"
19702,More Eye Center,,,,"7,Yogesh Society, Gr.Flr, Near Icici Bank Ram Maruti Road,Thane (W)","7,Yogesh Society, Gr.Flr, Near Icici Bank Ram Maruti Road,Thane (W)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19703,Nest Accident and Fracture Hospital,,,,"Behind State Bank, Nr. Ice Factory, Off. Gokhale Road, Naupada, Thane(W)","Behind State Bank, Nr. Ice Factory, Off. Gokhale Road, Naupada, Thane(W)",Maharashtra,Thane,,400602,,,,,,,,,,19.1871159,72.9694667,,"19.187, 72.969"
19704,Nirmiti Fertility And Ivf Centre,,,,"1St Floor, Parasmani, Opposite Shahu Marke, Near Naupada Police Station, M.G.Road, Naupada, Thane (W)","1St Floor, Parasmani, Opposite Shahu Marke, Near Naupada Police Station, M.G.Road, Naupada, Thane (W)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19705,Orhtocare Hospital,,,,"1St Floor, Gautam Chambers, Near Punjani Industrial Estate Near Tmc School No.13","1St Floor, Gautam Chambers, Near Punjani Industrial Estate Near Tmc School No.13",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19706,Pooja Nursing Home - Thane,,,,"1St Floor, Shridhar Smruti, Opposite Bajaj Allianz Gen. Insu. Co. Ltd., Gokhale Road, Naupada, Thane ( W )","1St Floor, Shridhar Smruti, Opposite Bajaj Allianz Gen. Insu. Co. Ltd., Gokhale Road, Naupada, Thane ( W )",Maharashtra,Thane,,400602,,,,,,,,,,19.1871159,72.9694667,,"19.187, 72.969"
19707,Ram Krishna Eye Hospital,,,,"Bwing Balaji Apartement, Near Makhamali Talao, Lbs Road, Thane(w)","Bwing Balaji Apartement, Near Makhamali Talao, Lbs Road, Thanew",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19708,Revival Bone and Joint Hospital,,,,"Yojana Building, Off Gokhale Road, Near Malhar Theatre, Thane (West)","Yojana Building, Off Gokhale Road, Near Malhar Theatre, Thane (West)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19709,Sai-Krupa Maternity and Surgical Nursing Home,,,,"106, Konark Towers, Opposite Saibaba Mandir, Ghantali Path Teen Petrol Pump, Naupada","106, Konark Towers, Opposite Saibaba Mandir, Ghantali Path Teen Petrol Pump, Naupada, Thane",Maharashtra,Thane,,400602,,,,,,,,,,19.1902827,72.9711542,,"19.19, 72.971"
19710,Schweta Nursing Home,,,,"Manas Residency A Wing 1St Floor Veer Savarkar Marg, 3 Petrol Pump, Thane (W)","Manas Residency A Wing 1St Floor Veer Savarkar Marg, 3 Petrol Pump, Thane (W)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19711,Senses Eye and Ent Hospital,,,,"2Nd Flr, Beauty Arcade, OppositePratap, Cinema,Khopat,Next To Fishland Hotel,Thane(W)","2Nd Flr, Beauty Arcade, OppositePratap, Cinema,Khopat,Next To Fishland Hotel,Thane(W),Khopat.",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19712,Shivneri Hospital Pvt. Ltd.,,,,"Shivneri Hospital, Agra Road, B/H Vandana Theatre","Shivneri Hospital, Agra Road, B/H Vandana Theatre",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19713,Shree Eye Hospital,,,,"115, 1St Floor Swastik Plaza Pokhawan Road","115, 1St Floor Swastik Plaza Pokhawan Road",Maharashtra,Thane,,400602,,,,,,,,,,19.2164376,72.9722088,,"19.216, 72.972"
19714,Snehal Hospital,,,,"Udyam OppositeBank Of Baroda, Gokhale Road, Naupa","Udyam OppositeBank Of Baroda, Gokhale Road, Naupa",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19715,Soham Hospital,,,,"New Mangal Bhavan 1St Floor, Opposite Torrent Power Office Kaneri Agra Road, Bhiwandi","New Mangal Bhavan 1St Floor, Opposite Torrent Power Office Kaneri Agra Road, Bhiwandi",Maharashtra,Thane,,400602,,,,,,,,,,19.2939579,73.0603317,,"19.294, 73.06"
19716,Sushrut Nursing Home,,,,"101,Akshata Apts Almeida Road","101,Akshata Apts Almeida Road, Thane",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19717,Suyash Diagnostic Centre,,,,6 Swaralata Apartment Ground Floor Gokhale Road Naupada,6 Swaralata Apartment Ground Floor Gokhale Road Naupada Thane,Maharashtra,Thane,,400602,,,,,,,,,,19.1871159,72.9694667,,"19.187, 72.969"
19718,Thane Health Care,,,,"Opposite Gokhale Road Post Office, Near Hotel Usha Kiran, Brahmin Society, Naupada, Thane(W)","Opposite Gokhale Road Post Office, Near Hotel Usha Kiran, Brahmin Society, Naupada, Thane(W)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19719,Ui Ro Shusma Pranjali Maternity Surgical Andgeneral Hospital,,,,"1 St Pokhran Road , Veer Savarkar Nagar, Opposite R.J. Thakur College","1 St Pokhran Road, Veer Savarkar Nagar, Opposite R.J. Thakur College",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19720,Unnati Critical Care Unit and I.C.C.U,,,,"B1/B2, Rajanigandha C.H.S., Gr.Floor, Vandana Cinema, Thane (W)","B1/B2, Rajanigandha C.H.S., Gr.Floor, Vandana Cinema, Thane (W)",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19721,Vaidya Maternity Home,,,,"Vaidya Bunglow, Opp Telephone Exc, Naupada Thane","Vaidya Bunglow, Opp Telephone Exc, Naupada Thane",Maharashtra,Thane,,400602,,,,,,,,,,19.1902827,72.9711542,,"19.19, 72.971"
19722,Vartak Nursing Home,,,,"Near Sainath Temple, 3 Petrol Pump, Ghantali Road","Near Sainath Temple, 3 Petrol Pump, Ghantali Road,",Maharashtra,Thane,,400602,,,,,,,,,,,,,
19723,Aarogyam Multispeciality Hospital - Thane,,,,"Renuka Bldg,Opp: Mangla School,Above Bank Of Maharashtra,Kopari Thane ( E) Above Bank Of Maharashtra, Kopari","Renuka Bldg,Opp: Mangla School,Above Bank Of Maharashtra,Kopari Thane ( E) Above Bank Of Maharashtra, Kopari, Thane",Maharashtra,Thane,,400603,,,,,,,,,,,,,
19724,Ankur Maternity and Nursing Home - Thane,,,,"Jeevan Deep, Opp Railway Station, Thane (E)","Jeevan Deep, Opp Railway Station, Thane (E)",Maharashtra,Thane,,400603,,,,,,,,,,,,,
19725,Medicare Hospital,,,,"Silver Plaza,1St Floor,Near Nitin Company Flyover,E.E.Highway,E.S.I.S.Road","Silver Plaza,1St Floor,Near Nitin Company Flyover,E.E.Highway,E.S.I.S.Road,",Maharashtra,Thane,,400603,,,,,,,,,,,,,
19726,Saha Hospital and Icu,,,,"1St Floor, Renuka Building, Opposite Mangala School, Thane (East)","1St Floor, Renuka Building, Opposite Mangala School, Thane (East)",Maharashtra,Thane,,400603,,,,,,,,,,,,,
19727,Samarth Nursing Home,,,,"Krishnamrut, 1St Flr Creed Road, Mahagiri, Thane (W)","Krishnamrut, 1St Flr Creed Road, Mahagiri, Thane (W)",Maharashtra,Thane,,400603,,,,,,,,,,,,,
19728,Teeth and More Multi-Speciality Clinic,,,,"Thane,West","Thane,West",Maharashtra,Thane,,400603,,,,,,,,,,19.2266605,72.9838366,,"19.227, 72.984"
19729,The Kalyan Hospital and Iccu,,,,"Khadakpada, Gagangiri Soc, Near Godrej Mill, Kalyan W","Khadakpada, Gagangiri Soc, Near Godrej Mill, Kalyan W",Maharashtra,Thane,,400603,,,,,,,,,,,,,
19730,Ashtavinayak Hospital and Icu,,,,"1St Flr, Rajdhani Apt Near Balsara Co, Kisan Nagar No 2,Wagle Estate","1St Flr, Rajdhani Apt Near Balsara Co, Kisan Nagar No 2,Wagle Estate",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19731,Balaji Maternity and Nursing Home,,,,"A27/28, Hiramoti Complex, Shivaji Nagar, Wagle Estate","A27/28, Hiramoti Complex, Shivaji Nagar, Wagle Estate,",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19732,Dr. Muddebihalkar Hospital and Iccu,,,,"Silver Park, Road No. 3, Wagle Estate, Thane (W)","Silver Park, Road No. 3, Wagle Estate, Thane (W)",Maharashtra,Thane,,400604,,,,,,,,,,19.1869807,72.9540053,,"19.187, 72.954"
19733,Dr. Simandhar's Eye Care Centre,,,,"No. D/5, Saidham Co-Op. Society,Plot -39,Rac-17Rd No,Near Veer Hospital,Yashodhan Nagar Bus Stop","No. D/5, Saidham Co-Op. Society,Plot -39,Rac-17Rd No,Near Veer Hospital,Yashodhan Nagar Bus Stop",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19734,Dr. Thakur's Shree Hospital,,,,"Sukh Laxmi 1St & 2Nd Floor Shree Nagar Opp Tata Fision , Wagle Estate","Sukh Laxmi 1St & 2Nd Floor Shree Nagar Opp Tata Fision, Wagle Estate",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19735,Dr. Uday Gadgil's Eye Hospital,,,,"Ground Floor, Shreyas Apts., Opposite Nitin Casting Co, Ramchandra Nagar No. 1, Highway","Ground Floor, Shreyas Apts., Opposite Nitin Casting Co, Ramchandra Nagar No. 1, Highway,",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19736,Hi Tech Urology Centre and Health Line Hospital,,,,"Landmark Arcade, 1St Floor, Louis Wadi, Highway Service Road, Nitin Company Junction, Thane West","Landmark Arcade, 1St Floor, Louis Wadi, Highway Service Road, Nitin Company Junction, Thane West",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19737,Highway Hospital,,,,"Dev Ashish Chs, Maruthon Circle, E. E. Highway, Near Highway Darshan","Dev Ashish Chs, Maruthon Circle, E. E. Highway, Near Highway Darshan, Thane",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19738,Hitech Kidney Care Urology Private Limited / Hi-Tech Urology Centre and Healthline Hospital,,,,"104, 1St Floor Landmark Arcade, Louiswadi Highway","104, 1St Floor Landmark Arcade, Louiswadi Highway,",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19739,Modi Hospital - Thane,,,,"Shreenagar, Wagle Estate, Thane (West)","Shreenagar, Wagle Estate, Thane (West)",Maharashtra,Thane,,400604,,,,,,,,,,19.1867519,72.9545494,,"19.187, 72.955"
19740,Sai Hospital and Icu,,,,"Hiramoti Shopping Centre, 2Nd Floor, Shivaji Nagar, Near Mulund Check Naka, Thane West","Hiramoti Shopping Centre, 2Nd Floor, Shivaji Nagar, Near Mulund Check Naka, Thane West, Thane, -",Maharashtra,Thane,,400604,,,,,,,,,,19.2266605,72.9838366,,"19.227, 72.984"
19741,Sai Hospital And Icu,,,,"2Nd Floor, Hira Moti Shopping Centre Near Cheeknaka, Shivaji Nagar Thane - West","2Nd Floor, Hira Moti Shopping Centre Near Cheeknaka, Shivaji Nagar Thane - West Thane",Maharashtra,Thane,,400604,,,,,,,,,,19.1850225,72.9683173,,"19.185, 72.968"
19742,Shivani Maternity Home Thane,,,,"Akshi Bunglow, Sector 1, Plot No. 9&10 Shreenagar Wagle Estate","Akshi Bunglow, Sector 1, Plot No. 9&10 Shreenagar Wagle Estate Thane",Maharashtra,Thane,,400604,,,,,,,,,,19.1867519,72.9545494,,"19.187, 72.955"
19743,Shree Sai General And Maternity Hospital,,,,"Shyamsunder Bunglow, Ground Floor , Sector 1 , Shree Nagar, Opposite Mangal Karyalaya And Janata Sahakari Bank","Shyamsunder Bunglow, Ground Floor, Sector 1 Shree Nagar, Opposite Mangal Karyalaya And Janata Sahakari Bank , Thane",Maharashtra,Thane,,400604,,,,,,,,,,,,,
19744,Aditya Hospital and Icu,,,,"Devashree Gardens,Off Golden Dyes, Jtn,R.W. Sawant Rd,Majiwade,Thane(W)","Devashree Gardens,Off Golden Dyes, Jtn,R.W. Sawant Rd,Majiwade,Thane(W),",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19745,Dr Ram Malis Ramanand Hospital and Iccu,,,,Mumbai Pune Road Kalwa Thane (W),Mumbai Pune Road Kalwa Thane (W),Maharashtra,Thane,,400605,,,,,,,,,,19.2128663,73.0102182,,"19.213, 73.01"
19746,Harisuman Nursing Home,,,,Kalwa Naka,"Kalwa Naka, Thane",Maharashtra,Thane,,400605,,,,,,,,,,19.1963547,72.9871979,,"19.196, 72.987"
19747,Krishnai Care Maternity and Surgical Nursing Home,,,,"3-B, Pratibha Co-Op, Hsg Society, Manisha Nagar, Kalwa","3-B, Pratibha Co-Op, Hsg Society, Manisha Nagar, Kalwa,",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19748,Marathe's Aditi Children Hospital and Nursing,,,,"Ground Floor, Nandadeep Chs, Old Belapur Road","Ground Floor, Nandadeep Chs, Old Belapur Road",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19749,Pooja Hospital,,,,"9/10, Shridhar Smruti, Gpkhale Road Behind Deodhar Hospital, Naupada","9/10, Shridhar Smruti, Gpkhale Road Behind Deodhar Hospital, Naupada",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19750,Prakruti Hospital,,,,"1St Floor, Siddheshwar Arcade, Opposite Manisha Nagar, Gate No-1, Old Mumbai-Pune Road, Kalwa","1St Floor, Siddheshwar Arcade, Opposite Manisha Nagar, Gate No-1, Old Mumbai-Pune Road, Kalwa",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19751,Pramila Hospital,,,,"Manisha Nagar,Old Mumbai- Pune Road, Kalwa","Manisha Nagar,Old Mumbai- Pune Road, Kalwa",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19752,Ramanand Hospital,,,,"1St Floor, Nandigri Building,Mumbai - Pune Road, Kalwa,Thane","1St Floor, Nandigri Building,Mumbai - Pune Road, Kalwa,Thane.",Maharashtra,Thane,,400605,,,,,,,,,,19.2095672,73.0089982,,"19.21, 73.009"
19753,Risk Care Hospital and Iccu,,,,"Siddheshwar Arcade Opp Manisha Nagar Gate No 1, Old Mumbai  Pune Road","Siddheshwar Arcade Opp Manisha Nagar Gate No 1, Old Mumbai  Pune Road",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19754,Shreyas Maternity And Surgical Home,,,,"Creek View Apartment, 3Rd Floor, Opp Bus Stop. Kalwa","Creek View Apartment, 3Rd Floor, Opp Bus Stop. Kalwa",Maharashtra,Thane,,400605,,,,,,,,,,,,,
19755,Apeksha Maternity and Surgical Nursing Home,,,,"Drug Society, Pokharan Rd I","Drug Society, Pokharan Rd I, Thane 6",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19756,Jai Ganesh Nursing Home,,,,"R.S.C. 15, Plot No 67/68, Opp Louis Bldg Veer Savarkar Nagar (Carvalho Nagar)","R.S.C. 15, Plot No 67/68, Opp Louis Bldg Veer Savarkar Nagar (Carvalho Nagar)",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19757,Karuna Nursing Home and Iccu,,,,"107/108/123, Laxmi Market Complex Ist Floor, Vartak Nagar Naka","107/108/123, Laxmi Market Complex Ist Floor, Vartak Nagar Naka",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19758,Maher Maternity And Surgical Nursing Home,,,,"Asiatic Arcade, 2Nd Floor, Pokhran Road 1, , Vartak Nagar, Thane (W)","Asiatic Arcade, 2Nd Floor, Pokhran Road 1, Vartak Nagar, Thane (W),",Maharashtra,Thane,,400606,,,,,,,,,,19.2137555,72.9611627,,"19.214, 72.961"
19759,Pranjali Maternity Surgical and General Hospital,,,,"Veer Savarkar Nagar, Opposite R.J. Thakur College, Near Esis Hospital","Veer Savarkar Nagar, Opposite R.J. Thakur College, Near Esis Hospital, Thane,",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19760,Risk Care Hospital and Iccu,,,,"1St Floor, Shirin Appartment","1St Floor, Shirin Appartment",Maharashtra,Thane,,400606,,,,,,,,,,19.1996442,72.9720309,,"19.2, 72.972"
19761,Sahayog Nursing Home,,,,,Thane,Maharashtra,Thane,,400606,,,,,,,,,,19.2183307,72.9780897,,"19.218, 72.978"
19762,Sai Dham Hospital,,,,"Shiv Sai Apartment, Patilwadi, , OppositeShiv Mandir","Shiv Sai Apartment, Patilwadi, OppositeShiv Mandir",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19763,Savitri Life Care Hospital,,,,"Vishwa Appt., Lokmanya Nagar Old Bus Stop, Lokmanya Nagar, Thane (W)","Vishwa Appt., Lokmanya Nagar Old Bus Stop, Lokmanya Nagar, Thane (W)",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19764,Shree Prathamesh Hospital,,,,Shop No 23-29 Ground Flr Behind Ratnakar Bank Laxmi Market Vartaknagar,Shop No 23-29 Ground Flr Behind Ratnakar Bank Laxmi Market Vartaknagar,Maharashtra,Thane,,400606,,,,,,,,,,,,,
19765,Shree Siddhivinayak Hospital,,,,"Amit Co-Op Hsg Society, A Wing, 1St Flr Near Yashodhan Nagar Bus Stop","Amit Co-Op Hsg Society, A Wing, 1St Flr Near Yashodhan Nagar Bus Stop",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19766,Shri Sainath Hospital,,,,"Sai Chintamani Apartment, Lokmanya Nagar No.3, Near Vithal Mandir","Sai Chintamani Apartment, Lokmanya Nagar No.3, Near Vithal Mandir, Thane",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19767,Shri Uttam Hospital,,,,"111 / 112, Laxmi Market Vartak Nagar","111 / 112, Laxmi Market Vartak Nagar",Maharashtra,Thane,,400606,,,,,,,,,,19.2099999,72.961482,,"19.21, 72.961"
19768,Siddhesh Nursing Home,,,,"Lokmanya Nagar No.2,Near Yashodhan Bus Stop","Lokmanya Nagar No.2,Near Yashodhan Bus Stop, Thane",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19769,Swastik Maternity and Surgical Hospital,,,,"#117/118, Laxmi Market,Pokharan Road , No.1, Vartaknagar","117/118, Laxmi Market,Pokharan Road, No.1, Vartaknagar,Thane.",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19770,Tanmay Health Care Hospital,,,,"No. E-2 A-Wing, Landmask Complex, Radha Nagar, Khadakpada, Kalyan (W)","No. E-2 A-Wing, Landmask Complex, Radha Nagar, Khadakpada, Kalyan (W)",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19771,Trupti Hospital - Thane,,,,"Nebula - D Cosmos Paradise, Devdaya Nagar Jk Po, Pokhran Road No. 1","Nebula - D Cosmos Paradise, Devdaya Nagar Jk Po, Pokhran Road No. 1",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19772,Vedant Multispeciality Hospital and Research Centre,,,,"S-3, 2Nd Floor, Vedant Commercial Complex,Vartak Nagar,Above Union Bank Of India, Vartak Nagar Naka","S-3, 2Nd Floor, Vedant Commercial Complex,Vartak Nagar,Above Union Bank Of India, Vartak Nagar Naka.",Maharashtra,Thane,,400606,,,,,,,,,,,,,
19773,Aayush Nursing Home,,,,Hospital Address D1 4 5 6 Runwal Estate Behind R Mall G B Road Manpada Thane W,Hospital Address D1 4 5 6 Runwal Estate Behind R Mall G B Road Manpada Thane W -,Maharashtra,Thane,,400607,,,,,,,,,,,,,
19774,Dr Jyotsna Jagtaps Ent Hospital and Hearing Aid Cen,,,,110-A Krishan Towers 2Nd Floor Above Sanman Hotel Kapurbawadi Naka Thane W,110-A Krishan Towers 2Nd Floor Above Sanman Hotel Kapurbawadi Naka Thane W-,Maharashtra,Thane,,400607,,,,,,,,,,,,,
19775,Dr Karkhanis Super Speciality Hospital,,,,"Soham Gardens, 1St Floor North-East Wing, Tikuji-Ni- Wadi Road, Manpada","Soham Gardens, 1St Floor North-East Wing, Tikuji-Ni- Wadi Road, Manpada",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19776,Dr Walvatkars Eye Care Center,,,,"110/B, Krishna Tower, Second Floor, Kapurbawdi Junction, Ghodbunder Road","110/B, Krishna Tower, Second Floor, Kapurbawdi Junction, Ghodbunder Road, Thane",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19777,Dr. Amar`S Karkhanis Super- Speciality Hospital,,,,"1St Floor,Soham Gardens,Tikuji-Ni-Wadi Road,Manpada","1St Floor,Soham Gardens,Tikuji-Ni-Wadi Road,Manpada Thane, Thane,",Maharashtra,Thane,,400607,,,,,,,,,,19.2347436,72.9742923,,"19.235, 72.974"
19778,Hiranandani Hospital,,,,"Hamilton ""B"", Hiranandani Estate, Off Ghodbunder R, Patli Pada","Hamilton ""B"", Hiranandani Estate, Off Ghodbunder R, Patli Pada",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19779,K. M. C.Nursing Home and Polyclinic,,,,Dongri Pada Ghodbunder Road Thaane,Dongri Pada Ghodbunder Road Thaane,Maharashtra,Thane,,400607,,,,,,,,,,19.2529011,72.9722983,,"19.253, 72.972"
19780,Kevalya Hospital,,,,"Siddhi Appts.,Near Vijay Garden, OppositeSuraj Water Parkg.B.Road,Thane(W)","Siddhi Appts.,Near Vijay Garden, OppositeSuraj Water Parkg.B.Road,Thane(W, Thane,",Maharashtra,Thane,,400607,,,,,,,,,,19.2266605,72.9838366,,"19.227, 72.984"
19781,Manasi Nursing Home,,,,"Manas Anand, Dongari Pada, Ghodbunder Road","Manas Anand, Dongari Pada, Ghodbunder Road, Thane",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19782,Metro Hospital and Icu,,,,"202,2Nd Floor, Soham Plaza (N.E), Manpada, Thane (W)","202,2Nd Floor, Soham Plaza (N.E), Manpada, Thane (W)",Maharashtra,Thane,,400607,,,,,,,,,,19.2346825,72.9756521,,"19.235, 72.976"
19783,National Eye Center,,,,"3Rd Floor, Ajit Drshan B/D, 3- Petrol Pump,Above National Punjabi Hotel, Naovpada","3Rd Floor, Ajit Drshan B/D, 3- Petrol Pump,Above National Punjabi Hotel, Naovpada, Thane",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19784,Orthonova Hospital,,,,"201-205,Soham Plaza,Soham Gardens,Ch, Italsar,Manpada Jtn,G.B.Road,Thane(W)","201-205,Soham Plaza,Soham Gardens,Ch, Italsar,Manpada Jtn,G.B.Road,Thane(W, Thane,",Maharashtra,Thane,,400607,,,,,,,,,,19.2266605,72.9838366,,"19.227, 72.984"
19785,Shri Gajanan Netralaya,,,,"20/21, Vardhman Vatika, B Wing, Chitalsar, Manpada, Thane West","20/21, Vardhman Vatika, B Wing, Chitalsar, Manpada, Thane West",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19786,Titan Hospital,,,,"Soham Plaza, Manpada Junction, Ghodbandar Road, Thane (W)","Soham Plaza, Manpada Junction, Ghodbandar Road, Thane (W)",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19787,Tushar Nursing Home,,,,"Krishna Tower , First Floor , Ghodbunder Road, Kapurbawdi Naka , Thane(W)","Krishna Tower, First Floor Ghodbunder Road, Kapurbawdi Naka , Thane(W)",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19788,Walvatkar's Eye Care Centre,,,,"110/B, Krishna Tower, 2Nd Floor, Kapurbavdi, Junction, Ghodbunder Road, Thane (W)","110/B, Krishna Tower, 2Nd Floor, Kapurbavdi, Junction, Ghodbunder Road, Thane (W)",Maharashtra,Thane,,400607,,,,,,,,,,,,,
19789,Bethany Hospital,,,,"Lok Upvan Phase-Ii, Smt. Glady S Alvares Marg, Off Pokhran Road No-Ii","Lok Upvan Phase-Ii, Smt. Glady S Alvares Marg, Off Pokhran Road No-Ii,",Maharashtra,Thane,,400610,,,,,,,,,,,,,
19790,Shree Sai Hospital,,,,"# 209-210, Soham Plaza,Soham Garden, Chitalsar, Manpada,G.B.Road,Thane(W)","209-210, Soham Plaza,Soham Garden, Chitalsar, Manpada,G.B.Road,Thane(W), Thane,",Maharashtra,Thane,,400610,,,,,,,,,,19.2266605,72.9838366,,"19.227, 72.984"
19791,Srl Diagnostics Private Limited,,,,40 First Floor Amrapali Arcade Vasant Vihar Pokharan Rd 2,40 First Floor Amrapali Arcade Vasant Vihar Pokharan Rd 2 Thane-,Maharashtra,Thane,,400610,,,,,,,,,,,,,
19792,The Origin International Fertility Centre,,,,The Origin Centre OppositeHiranandani Meadows Off Pokhran Raod No-2 Thane(W),The Origin Centre OppositeHiranandani Meadows Off Pokhran Raod No-2 Thane(W),Maharashtra,Thane,,400610,,,,,,,,,,,,,
19793,Vidhya Hospital,,,,"Vidyavati Arcade,Plot No A/32,Vasant Vihar, Mhada,Opp Lok Upvan Complex, Off Pokhran-2,Thane(W)","Vidyavati Arcade,Plot No A/32,Vasant Vihar, Mhada,Opp Lok Upvan Complex, Off Pokhran-2,Thane(W",Maharashtra,Thane,,400610,,,,,,,,,,,,,
